gaiaedr3,spectype
630668256101198208,DA
630696053129185792,DAH
630736563260866048,DA
630767869277844864,sd
630770819920096640,DA
630788996221884288,
630789064941361152,DA:
630910286098171264,DA
630919876759989120,
631006424645993472,DA+M
631010930067287552,DA
631085967440152960,
631093595302092544,DA
631133005922142720,DB
631135033146847360,DC
631165716393201792,DAZ
631191348757947008,DA
631193208480445312,DA
631215915971183616,DA
631308378026893056,DA
631327035364691840,DA
631375104638887424,DA
631422383638520832,CND
631440392437480576,DC
631455957398303872,D+M
631513299506343936,DA
631513643103740928,DA
631538279035985280,DA
631563292925777920,DA:
631616206923231872,DA
631623697346239744,DZ
631648367637723264,DA
631676233386071808,DA
631679360122074496,DA:
631772784250735104,DA
631786837383548032,sdB
631944651661894656,DA
631967088571209472,DA
632169192552095360,DA+M
632174380872616960,DAZ
632199875798880896,sdA
632270313262592640,DA
632298350808518016,DA
632346763680351488,DA
632349924776335232,DA
632360168273188992,DA
632366829767058816,DA
632367276443682176,DA
632504715397089152,sdA
632522479381899136,DA:
632525606118100864,DA+M
632555778263965568,DA
632611475399776384,DA:
632656894678554624,DQ
632712248220441088,DAZ:
632723625586010240,DA
632768602483153152,DA3
632812479868993408,DB
632823195812606592,DA
632864633657062400,DA
632867588594088192,DA
632899611870483840,DA
632942737637112320,DA
633002244409170688,DBZA
633011250955383168,sdB+WD
633022035618109056,DA
633071788519355264,DA:
633146314792063872,DZ:
633205825858623104,DA
633209296192222336,DA
633251249432787072,DA
633260664001243904,DA
633280180332741760,sdA
633295848373672320,DA
633385149333417472,DB
633393086432770432,DA:
633418306480948864,DA
633426866350656512,DA
633432673146437504,DA
633433875737270528,DA
633527123772562560,
633537122455925632,DA
633644496638439680,DA
633808633108538112,DAH
633811832859559936,DA
633824232430190720,DA
633911196927706880,DA
633987647349118976,DZ
634066399865823872,DA
634099625732834560,DAM:
634117973833565056,DA
634118248711469696,DA+M
634149000677149440,DA
634225902066816640,DA
634228028075430016,DA
634307433430523648,DZ
634322487291422464,DC5A?
634445215981284864,DA
634506032718633600,DA
634545443338596352,DA+M
634550429795792384,DC
634680099152947968,DA+M
634683535126819328,DC
634698520267352960,DA
634700337038981248,DA
634711984990323456,DA
634726347360733824,DC
634734765496404096,DA
634743561589742976,DA
634771496057072000,DA:
634783040930941952,DA
634839219101579136,DC
634872376248574592,DA
634879454355291264,DA
634891514622915968,DA
634902441020268544,DA
634918968054103168,DA
634938312586568320,sdA
635059503679539072,DA
635419280204252160,DA
635437662664444160,DA
635470927186322432,DA
635472537799028096,CND
635475183498864384,DA
635510681403288832,DA+M
635577472440075904,DA
635579362225624064,DA
635592522005565184,DA
635639045092641280,DA
635777617916154368,DA
635778000168308608,DA
635811294754738944,DAZ+M
635855820680127232,DC
635864754212152448,He-sdOB
635865166529377280,DA
635877398595885184,DC
635879254021761024,DA
635885060817599360,DB
635918939519949824,DA
635951306393328256,DA
635962438948566272,DA
636002193165577472,DC
636021541993799552,DA
636028684525913088,DA
636028688819279488,DA
636033086865795072,DA
636034117657947008,DA
636051400606360576,DA
636060329843129216,DA
636060540296832000,DA
636063422219934720,DA
636077269194267904,DA
636092524918137216,DA
636095892172507264,DQ
636170281006005504,DA
636184952614143232,D
636189900416251136,?
636214364550433920,DA+M
636214536349128960,DA
636254187486967808,DC:
636272982263833984,DQA
636309815903316224,DA
636311705688936192,DA
636388602783552512,DA
636413346089804800,DA
636423099960586368,DC
636469245089499136,DA
636481344013247616,DA
636507762356382720,DC
636581292196232576,DA
636601220844690816,DA
636607989713082880,CND
636651837034002944,DA
636658498528612608,DA
636693889058646784,DA
636699695854557184,DB
636732410620758016,DA
636759894116391040,sdA
636808616225424384,DC:
636872662779798272,DA
636896130478715008,DA
636900425446289920,DA
636919048424356352,DA
636942447406107520,DA
636974852934612992,DA
636984920338732416,DC
637047863083612672,DA:
637065871882216960,DA
637087479862045696,DA
637108885979056128,DA
637142391019402880,DBA
637182347099363072,DA
637301953349071104,DA
637318274224686720,DZA
637380293552505856,DB
637449459705729280,DA
637480898866286592,DA+M
637496498187198080,DA+M
637527525030988160,DAZ
637536389843508352,DA
637560239797737856,DB
637574288635089536,DA:
637574602167859328,DA
637587998170470144,DA
637615627695147520,DA
637641706736910976,DA
637680975623046528,
637716641031134848,DC:
637744712937476608,DA
637745193973843840,WD+M
637751584885264384,DA
637801647024091136,He-sdO
637806324243343232,sdA
637868957751620352,DQ
637894212158940928,DA:
637903317490670592,
637906753463578752,DA+M
638006087466990976,DA
638042714948084096,DA
638080480595835520,DA
638119577682814336,DA+M
638121433108611840,DA
638164348422261376,DA
638168196712767872,DB
638192214169969280,DC
638201937979529600,DBAZ+M
638242070150651264,DA
638271482086157696,DA
638351024880695808,DB:DC
638387892879959424,DA
638435176175135232,DA
638446824126362368,DA
638484031427755648,DA
638501456110416768,DA
638506468336791296,DA+M
638514749033916032,DA
638521350398819072,DA+M
638521998938565248,DA
638563264984350976,DC
638641055436196736,DAH
638648992531958144,DA:
638676617763208448,DA+M
638752660157425792,DA
638774852253678976,DA
638780693409221888,DA
638806433148391808,DA
638844847335962880,DA
638847660539063296,DB
638857143826920320,DB
638866695834426624,DA
638923977813360128,DA
638935758908460288,DA
638981083698451968,DA
639025712706335360,DB
639034783674224384,DA
639052582019131520,DC
639066738231094656,DBA
639074812769594624,DA
639082818588787456,DAH
639097455836719616,DZ
639123534878238464,DA
639125287224828416,DB:
639140238006097024,sd
639153530929981824,DA
639171672871712256,DA
639171814606295424,sdB
639210263153500416,DC
639275890253602560,DA
639335706262911616,DA
639408411469301632,DA
639439884989423616,DA
639447993888043904,DB
639488126062238976,DA:
639520114978930944,DB
639525337659203712,DA
639544510393303552,sdA
639603780941265664,DA
639665392247496576,DC
639674321484637312,DZ
639722906154728960,DA+M
639818701105072128,DA
639866358062189184,DBAH:
639900580361748736,DAH
640011665396041728,DA
640019499416422528,DC
640114710251006080,DA
640192157101794816,DA
640404500284710912,DA
640408279856026752,DA
640553071793562240,DA
640622444105214464,DA
640792456090137600,sdO
640794758192642560,DA
640855716663975808,DA
641056343175728256,DA
641070392013831680,DB:DC
641111726779297024,DA
641223189770370176,DA
641275283429081600,DA
641286725221925632,sdA
641340493917809792,DA
641350664399653120,DA
641362724667841536,DA
641408393055443328,DB
641443508708084096,DA
641469514735073024,DA+M
641502740602215040,CND
641535966468994688,DA
641551943747592832,DA
641616918012351872,DA
641624717673017728,DA
641625576666483584,DA
641625576666484480,DA
641718382319734016,DB
641721478991637504,DA
641737318830990080,DA
641813941047521664,DA
641822148729888384,DOZ
641855993072126848,DB
641873138581682560,DB:DC
641961889785528192,sdA
642011367808812928,DA
642013738630891904,DA
642031296457108992,DA
642047376815047680,DA
642060502234631936,DB
642081465970483200,DA
642154647918113536,DA
642162791176019072,DC
642198323440548480,DA+M
642248862320379904,DA
642270027919518592,DA
642280718093387136,DA+K
642290884280855040,DA
642311465764072192,DBAZH
642368880886865920,DA
642405783245526784,DB
642427704758707072,DBA
642463713764824192,DA
642483023937409024,DZ
642484776284024832,DA
642537106165519872,DA
642549544391197440,DA
642588233456697728,DC+M
642643105958477184,DA
642683203773128448,sdO
642685200933153408,DA
642693133737822208,DA
642715055250964608,DA
642728288044864512,
642837135401004672,DA
642903797588677248,DA
642971963014493952,DA
642974200692248064,DC
642985466391728128,DA
643045355415481344,DA
643141081646980864,DBA:
643144758139005312,
643183348419998336,DA
643199974238165760,
643229626692471040,DA
643277631542052352,DA
643288691083080960,DA
643362912412710528,DA
643650361688870656,DZ
643758869742604288,DA
643813776604382976,DA
643840130524266240,DA
643908953080075904,DC
643930565355454720,DA
643989938983182080,CND
644011619978161664,DA
644012513331370880,DA
644043544469790720,DA
644057593308263424,DA
644080373814750848,DA
644134765280757888,DA
644262824025049600,sdA
644300447939040256,DA
644316974972741760,DA+M
644325427468940800,DA
644371984913905536,sdO
644454246422993024,DA
644473311782782080,DBA
644541344064386176,DA
644556393629988096,DA
644656964584234240,DA
644705171296887552,CND
644851028386711552,DA
644881986510775680,DQ
644883773217189632,DZ
644895764766092800,DZ
644986989871072256,DA+M
645069281444511488,DC
645081822748931840,DA
645129101749359744,DB
645160987586355200,DA
645259840553567104,DA
645315297171369344,DA
645338489994532992,DB
645348797916102912,DA
645381027350695552,DA
645501183356007168,DA
645543651992540160,DC
645576362463107840,DA
645582581575820032,DC:
645600208121655552,DA
645693219933806080,DA
645722013394040320,DC
645734799512177792,DA
645765409743956352,DA
645931470359685888,DA+M
645980123749061888,DA
646014792724947712,DA
646058704470600320,DA
646091930337657472,DZA
646101654143647232,DA
646155255335699584,DZ
646227999196605056,DBO?
646257028880402432,DA
646287368529204864,DA
646353064349085440,DA
646385980983169920,DA
646452501431729024,DB
646465180175643776,DA
646514250177090304,DA
646524553803450240,DA
646533143738041472,DA
646608632082864256,DA
646652956146063232,DC
646696661732968576,DA
646792010006640768,sdB
646792804575847424,DA
646821701115785216,DA
646828671847568768,DA
646900002664601088,DA
646987963594522112,DC
647116095354214144,DC_BLLac
647128185686870784,DA
647158598350509440,DA
647193232966817280,sdB
647206358386834688,DA
647251846385345792,DA
647300160472509184,DA
647341014201463936,D+K
647399146583634176,DZ
647413989990858752,DA
647486385959233536,DA
647499958055957504,DA
647562600154278400,DA
647591801636678528,sdA
647783151019946880,DA
647834248245876352,DA
647842765165902208,DA
647899806626643200,DA
647921655125347072,DA
647924541343420288,DA
647962337055264128,sdA
648029239761019776,sdB+WD
648031782381694592,DA
648108228504330752,DA
648114241458652416,DA
648159463169346304,DA
648243743312343040,
648257212329811840,DA
648307961663426048,DA
648437669676020352,CV
648528589841533568,WD+M
648560677539304832,DBA:
648630152930631040,DBAH+M
648694130763271936,DA
648717804623037952,DA
648718599195278720,DA
648782572729460096,CND
648795766869070720,CND
648868682531670656,sdB
648899606296121472,sdB+MS
648904584160856064,DA
648962896932040192,
649008934686063488,DA
649041786893358336,DA
649091088820744320,DA
649129777885760640,CND
649199390715845632,DA
649228871371933312,sdB+WD
649241653194644352,DAH+M
649261066445946624,DA
649263883944498688,DC:
649282438203933056,DC
649288038841498752,DA+M
649304840753259520,DAH:
649326040711334912,DA+M
649419537857472000,DA
649466056645074816,DA
649467362315138304,DA
649472245695986816,DA
649480629472107648,DA
649483648831197952,DA
649608890078555392,DA
649615452788022144,DA
649638821706651264,sdA
649672906567630976,DZ
649703551157059840,DA
649706918411135360,DA
649713519778286592,DA
649717024471551232,DA
649736369004937472,DA+M
649775912765989504,DA
649812819420368640,WD+M
649835084532632320,DA
649847866355308928,
649851164889996544,DA
649923006805732480,DA
649966781113368192,DA
649989153600135680,sdOB
650022138948718336,DC
650043407627588608,DAO
650179300389232128,DA+M
650222902899475072,DA
650229774847207552,DA
650230771279461760,DA
650243205207568128,DAH
650257262637774464,DA
650257567578469248,DB
650340408909616896,DA
650350854268722560,DZ
650400263572196480,DC
650432664805355392,DC
650444969888917504,DAO
650493382760709760,DA
650509252661902592,DA
650594434751012096,DA
650594709629698304,CV
650631470251495808,CND
650647000853248000,DA
650676137910974080,DB
650698025064510464,DC:
650732560898953088,DA
650752588329629696,DA
650787708277962496,sdOB
650808255401528576,DA
650928441470081152,DB+M
650957063132636416,DA
650972391871561984,sdOB
651007365788782976,DA
651083403890117888,WD+M
651090108335478912,DA
651090310197508480,DA
651113262502915200,DA
651123501704454784,DA:
651143159771318144,DA
651152123367170048,DBA:
651196206910841344,DA
651196348646343168,
651261318615747840,DA
651262005810513408,DBA+M
651276196382158592,DA
651294029086590720,sdB
651311896150681856,DC
651330553488691328,DA:
651333164828503936,DA
651337945128014720,DA
651354021189785472,DA
651381272758104064,DA+M
651433808798428416,DA
651503971384197248,DA
651528671739601024,DA
651528671739601024,DA
651546027703384448,DA
651567743057943424,DA
651610654075623424,DAM:
651616357791609088,DA+M
651674945442101760,sd
651745279826458112,He-sdOB
651754209062538112,DA
651805130195046528,DA
651842517886030464,DA
651932025005986688,DBA
652073617190200192,DA
652147834225393280,DA
652162815071428352,DC
652195319383139072,CND
652207585809896064,DAZ+M
652221570223805312,DB
652225525890910464,DA
652226036989840640,DA
652300700701087232,DA
652346162933350144,DA
652349388450159104,DA
652373680785395584,DA
652438247031965056,DC
652440235599137152,DA
652469166497895040,DA
652488888987809536,DA
652496654288654080,DA
652596606768443648,sdO
652626671539390208,DA
652779091338484096,DA
652794312703132928,DA
652811561290879104,DA
652904126426261760,DA
652913197397249024,DA
652913437915423744,DA+M
652949309482523136,DA
652957521459757056,DA
652958414812972928,DA
652961678988136960,DA
653039645533241600,DA
653041604038309632,DA+M
653051877600013312,DAH
653112316379656320,DA
653133237161935616,DA+M
653140693225239296,DC
653186288598209920,DA
653206389044861824,DA
653228761532233216,DA
653236385096843136,DA:+M
653254114722021120,DA
653266346788018944,DA
653321906485842560,DA
653323903647263104,sdB
653329396908831488,DA
653352349213069312,DA:
653402308273341568,DA
653518444188261504,DA
653523735588004992,DA
653532394243172736,DZ
653600740059983104,DA
653631869983111552,sdB
653640696137999872,DA
653661969113616256,DA
653676052308185728,DA
653680622153400320,DA
653701895129637632,DA
653731989962927104,DA
653735529015978496,DA
653782155180343040,DA
653808891354657280,DA
653835760670045568,WD+K
653850157400251136,DA+M:
653855964196003968,DA
653861015077516288,DA
653900558839165952,DA
653923511144533760,sdA
653974947672932096,DA
654056075312147200,DA
654097818097128832,DA
654132658871289984,DA
654222239006166656,sdOB
654254017467961984,DA
654287346414577664,DA
654305389572962944,DBZA
654311849203736960,
654353076593317504,DA
654401145867345408,DA
654407949095622528,DB
654484193355487872,DA
654502610174660352,DA
654539826068054400,CV_low_acc_2264_53682_0416_low_acc
654573837912653312,DA
654610774633740672,WD+MS
654650872445725440,DA
654674580665643520,DA
654752199314358272,DA
654752822086722560,DA
