gaiaedr3,spectype
3655309299687364992,sdB
3655323382884759424,DA
3655358670335913472,DA
3655371727037024768,DA
3655385367852861952,DA
3655410690980097792,sdB
3655417150610999168,sdA
3655451029312411904,DA
3655460787478811776,DA
3655488721946198912,DAH
3655502843798011136,DA
3655508856752932480,D
3655534214239024640,DA
3655550397676018688,sdB
3655633616962772096,DA
3655669213651514112,DA:
3655687218154478976,DA
3655702031496964736,DA
3655732263771503488,DA
3655738585963547392,DA
3655740097791977984,DA
3655746248185163136,DBA
3655803869466239360,DA
3655853106971493760,DA
3655878434393609728,sdB
3655953574846271872,D
3655968280814366208,DA
3655990580284550784,sdA
3656064556800894464,sdOB
3656143893437621248,
3656183853813126272,DA
3656186362073451264,sdOB
3656201205481293952,sdB
3656243605397451008,DA
3656244601829882368,DA:
3656252126617624960,CND
3656283428334936832,DA
3656421657561986304,DA
3656469211440196736,CND
3656509794586217984,DA
3656606719113025408,DA
3656634241263658880,DA
3656647607201648896,sdA
3656857480778015232,CND
3656970966699043328,CND
3656987802970885760,CND
3656994674918366208,DA
3657360537413084672,sdB
3657406892995238912,DAO
3657409122082696960,DA
3657477704120623232,DA
3657492891124888576,DC
3657496189659785984,sd
3657518832727150592,DA
3657525773394267904,
3657533744854463744,DA
3657536424914061184,DA+M
3657568761722508672,DA
3657595626742984704,D
3657602880942801664,DA
3657663697679809152,DA
3657683999989978752,DA
3657684515386065152,CND
3657689085231026944,DA
3657725094236611072,DBA
3657728190908600064,DA
3657760450408071424,DA
3657765432570156160,DQ
3657799934042253952,sdOB
3657800346359111296,DA+K
3657836557228130816,DB
3657893422595150464,DC:
3657904692589382528,DC_VERYHOT
3657921533156646784,DA
3657961454877393408,sd
3657967089874516096,DB
3657976744961196032,DA
3657985575413155072,DA
3657990557575470848,DA
3658005916378354944,DA
3658071474759665024,sdA
3658083260150086272,sd
3658134834116629248,DB
3658196754660794240,sdB
3658246606346193280,sdA
3658284298978535168,DA
3658286807239442688,sdA
3658292854553419264,DA
3658360062206819968,DA
3658366697926701568,DB
3658513620167922816,DC
3658535021990063616,DA
3658538045647048704,DB
3658581270197354240,DA
3658617073044899712,DA
3658642739769543808,He-sdOB
3658696757573483904,DA3.5
3658759940837042560,DA
3658765610194118400,DA
3658809762458037248,DA
3658832439885180416,DA
3658879826259633664,DA
3658930743096433536,DA
3658935901352558080,sd
3658952634545327616,sdB
3658972284019836672,DA
3658981698588321280,DA3.5
3658985512519122688,DA
3659054987910568320,DA
3659118106750076544,DA
3659133676006511872,DA3
3659186860586096640,
3659209434934591488,DA
3659226924040951808,DA
3659258638079940608,DB
3659282071421595520,DA+M
3659313029545640960,DA
3659338906723827072,sd
3659347256140256256,DBA
3659360927020991104,DB:+M
3659376324478397184,
3659467785807079296,DA
3659484518999749632,DA
3659485652871145472,sdB
3659498675212043136,DA
3659564061794431616,DA
3659570143468051840,DA
3659643535868664832,DZ
3659690269408542080,DA
3659708853733622912,DZ
3659720536043006720,DA
3659807603619518848,DA
3659868248558556672,sdA
3659871753251882496,CND
3659894636836708352,sdA
3659914737283635840,DA
3659964975516655872,DA
3659989164772471808,DA
3660000503486220800,DA
3660065988852202496,DC
3660164979258810112,DOZ
3660245449766212736,DB2
3660248993113873920,DA
3660254662470707584,DA+M
3660288914835377152,DA
3660335781517564544,D
3660356573454829824,DA
3660391478654109568,DA3:
3660392513741064960,DA
3660423192692183552,DB
3660428037415684992,DA
3660435566493309952,sdA
3660469887576509056,D
3660471708642674176,DA
3660503903717853056,sdOB
3660591727208716416,DB3
3660595609859167104,DA
3660622479174640640,DQ
3660654124493486848,DA
3660691817127057920,DB;DBAH?
3660845817474456832,DA2-3
3660885434252603392,DA
3660890450774406784,DA
3660945632514315520,DA3
3661065994677803776,DA
3661108119716795392,DA
3661147702135117568,DA
3661211164572384512,DA
3661227725966198656,sdB
3661296174860390400,sdOB
3661331668469980416,sdB
3661343518284315520,DA
3661419182723573632,DA
3661441546617846784,DA
3661463227612780032,DA
3661468141055398016,DA:
3661489993848795008,DA2.5
3661536448215647872,sd
3661583314898514560,DA
3661600430343529472,sd
3661660211993375360,DZ
3661663995859484032,DA
3661683817133509888,DA
3661708624864709376,DA
3661716738057880320,DZ
3661753228100081792,NOTWD
3661783597813081856,DA
3661801091215518080,sdOB
3661804694692519808,
3661832113763772928,sdB
3661835103061031296,DA
3661843349398271232,DA
3661885371358237184,CND
3661939556666134144,sdA
3661954022115425536,DA
3662004943247662720,DA
3662010440806230784,DA
3662011643397066112,DA
3662012880347660544,DAB
3662025730889380224,sdA
3662037310121298560,DA
3662044285148167680,DA
3662068989800514432,DA
3662115684685103360,sdB
3662184958212589696,DA
3662268104484528000,DA
3662310268178436736,sdOB
3662313253184962944,DA
3662337755969295872,DA+M
3662343700203197696,
3662367163610040192,DA
3662389570454774784,DA
3662432412753484800,D
3662566793690105088,sdB
3662569130151804928,DA
3662595862028311424,DA:
3662600058212279808,DO
3662607406900406528,DA
3662617577383056000,DQ
3662621941069851008,DA+dM
3662639361457921024,sdA
3662700556150949376,DA
3662723336657675136,DA4
3662772505443288832,DA4.5
3662779171232754688,DC
3662832085230123520,DA
3662861668964221952,DA
3662904897809965056,CND
3662914449817896448,DB
3662934825142772352,DA
3662951038644235776,DQ
3662988495054111232,DA+dM
3663005223951616128,DA
3663090539182062336,DA
3663164073317298048,
3663168196485713664,DB+M
3663183997670035456,DA+M
3663191385013518464,DA
3663202414490046976,DA
3663222686735694080,DB4
3663236602429503872,DA+K:
3663249251108499072,DC:
3663335283598004480,CND
3663376137327415936,DA
3663438225374524544,DA
3663471382521565184,DA
3663474784135678336,sdA
3663496155893287040,CND
3663637958533832320,DA+M
3663648129015826944,
3663664003222454528,DA
3663724545073943296,sdB
3663736261744748928,DA3
3663858273176025728,He-sdO
3663859819364218112,DA
3663868752896304000,DA
3663871776553350272,sdB
3663900436870097664,DA
3663908060436456064,DA
3663919296071216000,CND
3663943554046518528,DA
3663967502783782400,DA
3663975130645970432,DB
3663988462224476672,DA
3664042853690433664,sdA
3664091335281637888,DA
3664166514390817408,DB
3664198335801936256,DC
3664264164765254400,DA
3664319999339692160,DA
3664374596964518784,DA
3664378720133147008,DA
3664416550205118080,DA
3664437372206579968,DBA
3664464482040159104,DA
3664500697204022528,DA
3664501556197463680,DAO
3664591647431946240,DZ
3664650058986588672,DC
3664654525752588416,DA
3664663837241810304,DA
3664690431679395072,DA
3664830000936486784,sdB
3664890783313526272,DA
3664911502236267776,DA
3664972014030291840,DZ
3664996611307659648,sdA
3665039835858823808,CND
3665065605662377088,DBZ
3665130240625799808,WD+M
3665169715669748096,DA
3665331824915852544,sdA
3665385082509716736,sdOB
3665616014311454080,DA
3665648071947461376,DA
3665814441800350464,He-sdOB
3666015446270246912,DA
3666091106413627776,CND
3666095916777028608,DA
3666104781589951232,DBA
3666166938357148672,DAO
3666202328886984832,sdB
3666324550771975168,DB
3666358974934094464,DA
3666392991075866752,DC:
3666400584577121024,DA+M
3666466246037517440,He-sdO
3666489267062106752,DA
3666514280951973504,DA
3666521840093810560,DA
3666678692299420672,DA
3666683987994884992,CND
3666701575885221632,DA
3666876265090396672,DZ
3666892341153516800,DA
3667011573740349184,DAH
3667046582018455040,DA
3667058642286717312,DA
3667095514581220864,DA
3667251640937435008,CND
3667288891188685312,DA
3667337544578212736,DQ
3667357915607541632,DQ
3667392240986303360,DA
3667423753161885440,DA
3667429108985963008,DA
3667473398689029120,DA
3667514634669861120,DAZ
3667547169051714944,
3667627845712362752,DA
3667772190973052928,DA
3667822837227637376,DBA
3667855139676395520,CND
3667872216467245312,DA
3668027552549289600,DA
3668030266968620416,DB
3668066963169135616,DA
3668187462771321856,DA+M
3668200759990093952,CND
3668279478150256128,DA
3668294115398912384,DA:
3668322874500449408,sdA
3668348781742691328,DA
3668355657985941504,DC:DB:DC
3668378983953619840,DA
3668387848765878400,DA
3668474680119033600,DC
3668476222012308480,DA
3668499109893566464,sdOB
3668513369185152256,DA
3668632387023453184,DA
3668690798578864000,sdOB
3668753921713292032,DA:
3668760342689186048,DZA
3668767974846236928,DA
3668819853755752064,DA
3668832090118062080,DA
3668858542821847680,DA
3668868374001785472,DA
3668887405001981696,DA
3668901977825959040,DAX
3668921936538462720,DA+K
3669022404413380480,sdA
3669047250799704960,sdOB+MS
3669065354086975872,DA
3669079269780412928,DA
3669114866469675264,D+?
3669157747422997376,DBA
3669231586500657920,sdA
3669291269366820864,DA
3669328034286134016,DC
3669372667586889728,DA
3669376722036104832,DA
3669400430255790336,DA
3669413143358809984,DA
3669413143359663104,DA
3669445716389952768,DA
3669506326969008000,sd
3669573053580577536,DC
3669624764986736640,DA
3669654795398003456,DA
3669732482766367616,DA
3669882016348157952,DA
3669910500571362688,CND
3669936102871625600,DC
3669938641196786304,DA
3669994617506027648,DA
3670070238995274752,DA
3670095944374606976,sdOB
3670237712655073408,DA4.5
3670279214923379200,DA
3670335874132219264,sdA
3670433936825427456,sdA
3670512036510958208,sdO
3670541929482905600,DB
3670551790727912192,DA
3670600993873484800,DA
3670628962700600320,He-sdO
3670734172219462528,DA
3670748122272934656,DA
3670768531957521664,DB:
3670904532096978304,DA
3671080144719730432,CND
3671167693333689600,sd
3671204831915200896,DB
3671233732750808448,DA
3671235034125772672,DA
3671258467466859264,sdB
3671309629117479424,DA
3671324781762360448,DA
3671608868079072384,DA
3671751946324947584,DA
3671804134471961728,DB
3671816233395447040,DB
3671977891669036416,DA
3672116052177396864,DA
3672120793821311744,DQ
3672126531897232768,DOZ
3672142406096383232,DA
3672144639479380224,DA
3672177904001643904,sdOB
3672268265817699712,DA
3672279020415891712,DA
3672430203264708736,DA
3672474909579800320,DA+M
3672509333742601344,DA
3672539192355391232,DA
3672560396608867968,DA2.0
3672615917651101952,CND
3672656947473710592,DC
3672713675401864064,DC
3672745488224600448,F0/DA:
3672800292006635520,sdA
3672849151554646016,
3673031017650046208,DA
3673120627847661184,PG1159
3673154128592661376,sdA
3673210066247046144,DC:
3673321735396839808,DA
3673429453176242816,DA
3673458074838604800,sdB
3673479966286848640,DC
3673510851396843648,DA
3673600259731012224,DA+M
3673642758431970688,sdA
3673719896044328448,DA
3673800572710518272,DA
3673809128285395840,DA
3673860534749036032,sdA
3673861733044481280,DAH:
3673883590133628160,DBA
3673899601771708416,DC
3673953168603756416,DA
3673971924725201408,DA
3673987459622786176,DA
3674030748597345408,CND
3674245157660493440,DA
3674290886176428160,CND
3674312635891713408,DA
3674350328524097024,DA
3674426504064071936,D
3674456298252576512,DA
3674476639217656576,DA
3674546934947218688,DB
3674627066152363776,CND
3674648193096360576,DA
3674751890787141760,DA
3674873352461492608,sdA
3674885584528395520,CND
3675033576217030656,WD+M
3675056043190855936,DB
3675067076961979264,sdB+dM
3675148951922777600,CND
3675191317480361984,DA
3675214819541465600,DA
3675269623324045952,DA
3675275640574586752,DA
3675297798309826816,DA
3675345219043959680,
3675371396869126912,DC
3675392326245390592,DA
3675475786049913344,DB
3675799931525903872,DZA
3676222491884053376,DA
3676225133288462208,DC
3676336905517204608,DA
3676634323412520448,sdB
3676698717857041408,DA+M
3676715412395611648,DAM
3676717031598343936,DB
3676891987090991360,CND
3677020183274726912,CND
3677303170080009856,DA
3678006445204878592,CND
3678497445865946624,DA
3678825035907053568,CND
3679267447602576768,DA
3679339950946560000,DZ
3679392590065296256,CND
3679406329664986496,DA
3679487830964457984,CND
3679712857186869504,DA
3679987868237036416,CND
3681000076065709312,DC
3681220906102862720,
3681313024562519552,CV
3681368652978824960,DZ
3681534232558058368,DA+M
3681621162696075008,sdB
3681955135057270400,DA
3681955719172822400,DA
3682052995888510592,sd
3682110131837342848,DA
3682171292174791936,DA1
3682183352439528192,DA
3682197272429227648,DA
3682256405538928512,DA
3682289214793695360,DA
3682304199935092096,sdB
3682377042580397056,sdB
3682412703692940032,DZ
3682458814461982592,DA
3682461150924243072,DA
3682469122383597056,DC
3682523105827297792,DA+M
3682525334916104960,DA
3682528221134178560,DA
3682578764308891264,DAH
3682682122697315712,DC
3682704933268048768,DA
3682714386491714432,DA3.0
3682717410149729792,DC
3682722147497328640,sdA
3682724724477757056,DA
3682769632655122432,DA
3682792413162427136,DA
3682835848166848896,DA
3682858388154500992,DA
3682863537820324352,DA
3682900371460296576,DA
3682918071020629760,sdA
3682943355495385472,DA
3682954075730829184,DA
3682990879306412160,sdA
3683007264605823744,DA
3683032969985910400,DA
3683057567263198080,DA
3683074094297008128,DA
3683150029318928256,sdA
3683151506792800640,DA
3683165697359683712,He-sdO
3683189405578704640,DA
3683259636884122752,DC:
3683277061567168000,CV
3683283521198579072,sdA
3683297604395370240,DQ
3683311760607261312,DA
3683328699958372864,DA
3683340107391234432,DC
3683407280680119040,He-sdB/DO
3683450539590490368,sdB+MS
3683467929914517760,sd
3683484143415094400,sdA
3683515410776636800,DA
3683519503881169920,DA
3683519637024466176,DZ
3683576777269469568,DA
3683607361731589120,DA
3683627840135415808,DA
3683653605644108928,DA
3683717068081040896,DC+M
3683727685240367360,DA
3683757818730534016,sdA
3683816539523453056,sdA
3683828840310183552,sdO
3683849391728631424,sdOB
3683879624003512320,DA
3683897770241479040,DA:
3683930545135944448,DC
3683940032719696768,sdA
3683940646899045632,DB4.5
3684069981248650624,CND
3684070526709953280,CND
3684224114740000384,DA
3684329706511747840,DA
3684355575099333376,sdBHe
3684418212902121728,DA
3684453092332154752,DA
3684543213630134784,DA
3684592382416035968,D
3684618087795798400,DA
3684645674370654720,DA
3684705803912320256,DA
3684710236318608128,DB
3684728176397473792,DA
3684741301817503872,DA
3684772564884357888,
3684909561456453248,DA:
3684922377638797312,DA
3685023184815421056,DA
3685072667134561024,
3685203985758805120,DA
3685213920018964224,sdB
3685329398804128000,DA
3685407051813139968,DC
3685452544106166784,DB
3685493814447573632,DA
3685526559278248192,DA
3685554661249183360,DA
3685587302999975424,DA
3685607953203450240,DO
3685621735752940928,DA
3685650597933742592,DAB
3685697597760268416,DB
3685846375427846144,DA
3685854179383579136,DA
3685861974749173632,DA
3685885373731009536,DB?
3685889290740985728,DA
3685903000276122752,DA
3685981099961796864,sdA
3686053976966539136,CND
3686064628485346432,DA
3686109644038386688,WD+M
3686111907485470848,DA
3686118573274751872,DA
3686150665270850688,DA+M6
3686166371966380672,sdA
3686188392263209856,DC
3686197879845737088,DA
3686286729834758912,DA
3686367440859966848,DA
3686426608329044352,sdB
3686427879639849984,DA
3686463167091334144,DA
3686467599496999936,D
3686476533029004928,CND
3686482133667006464,DA
3686482477264365056,DA
3686486432929377920,DA
3686493197502810880,DA
3686502234114002304,DA
3686502371552972160,sdB
3686656852935932416,DA
3686708461263474816,DC+M
3686708942299799552,sdA
3686830099032426496,DC
3686833702509724544,DC
3686865657066057344,DA
3686869848954588672,DA
3686882978669792640,DA
3686937022242632960,DA
3686963204363567104,DA3.5
3687010826960997888,DA:+M
3687046217491049984,DA
3687168641239434880,DC:
3687169259714747264,DA
3687191181227224960,DA
3687262683843231616,DA6.5
3687293474464006400,DA
3687319308692216832,DA
3687389230759393408,DA
3687391086185282688,DA
3687405242397860224,DA+M
3687414210289577344,DA
3687416585406539648,DA
3687452383958985344,DA
3687487606985805952,WD+M
3687490385829023744,DA
3687498838324649856,sdA
3687516572245289088,sdA
3687524749863026304,DOZ
3687532652602858880,sdA
3687612775217005824,DC
3687702969530899456,DA
3687762622331660928,DA+M:
3687768287393354880,DA+M
3687771414129126656,DA
3687832402664639360,DA
3687838759216252032,CND
3687943625137881984,sdB
3687986334293078272,DA
3688045776640050688,sdA
3688065808367722368,DA
3688140265921005824,CND
3688162088649422080,DB+dM
3688205858661236352,sdB
3688238126751437952,DA
3688257574363035392,sdB
3688265545822662656,DA
3688344023464669184,DA+dM
3688363879097828992,DA
3688370510527371008,DA
3688377657353004032,DZ
3688385289510658304,DB
3688402091422432128,DA:
3688448747651856896,DA
3688469397854678144,DAB
3688483313548306176,DAe
3688492212720593792,DA
3688503482714821248,DA
3688545470315780096,DA
3688563753991640832,sdOB
3688630957344475904,DA:
3688661812389480960,DA
3688690880727790208,DA
3688697924474802176,CND
3688712561723372672,DA
3688722526047577728,sdA
3688763963891592960,DAZ
3688766094197606528,CND
3688770973278193536,DC:
3688791039365636992,sdB
3688802927834848000,sdB
3688831240259020544,DA
3688869246424920448,DZ
3688965140159404672,He-sdB
3689027026344014464,DA
3689047848345467776,DA
3689100350025605888,sdOB
3689230225541172736,DC:
3689244587911867392,DA
3689266956101866368,DC
3689364503398615168,DA
3689371650224358144,DA
3689380308878656128,DA
3689382610980888448,DA4.5
3689391205210911232,DA4.0
3689457549570479104,sdA
3689500430523681792,DA
3689536684343245312,sdOB+MS
3689543070959012864,DA4
3689559533569289472,DA
3689564206493682816,He-sdOB
3689598424497882624,DA
3689609733147117056,DA
3689729167598766336,DB
3689769295476431872,DC
3689821595294945920,DA4.5
3689830666264816384,DA
3689833724282603520,DB
3689867701766933760,DB
3689884022642759552,DA
3689884538038829184,DA
3689948657607159296,DA
3689966932691782016,DA
3690019777968875136,DA3
3690037198356344832,DA4
3690104509085263488,DA+M
3690136429281209472,DA
3690178348161584896,sdA
3690183399043155200,DA
3690213639908429568,DA6
3690225730240668672,DA
3690311908759604608,
3690323316193465344,DA
3690395231125833600,DA
3690411925662948352,DA
3690440031929062144,DA:
3690458483108613888,DA4
3690521915481170304,DA+M
3690553556505229312,DQ
3690568537350703744,DA
3690612723973978240,DA+M
3690648771635312512,He-sdO
3690665603611669760,DA
3690690583141563520,DA
3690709034320559104,DA
3690709554012428416,DA
3690731677388641024,DA
3690771878282405632,sdB
3690807032590126208,DOZ
3690843106019949952,sdA
3690921033906882048,DA
3690957145991441664,DA
3690986935884462976,DA
3691032290739500032,DC
3691041499149416448,DA
3691046137714173440,DA
3691051635272505984,DA+M
3691060878041707136,D
3691093073116789760,DA
3691095100341397632,DC
3691117605970247424,DAH
3691137160956555392,DA
3691158803295816192,DA
3691257759342818432,DA
3691293802708092544,DA
3691323936199101568,DA
3691342941429441152,DA
3691434063455551488,DA
3691459004330008832,DA
3691489172180859008,DA
3691504702782144256,sd
3691531125420959360,sdB
3691653793982447232,He-sdOB
3691685882071367936,DC
3691693475185040128,DA
3691695433690120192,DA+M
3691715469712937344,DA
3691837923525180160,DA
3691863762048470272,DA
3691882659904650368,DA
3691882694264384128,DA
3691884137373037056,DA
3691900698766674432,DC
3691901355897355264,DC
3691944782311685760,DB
3691996974753594240,DA
3692014949192766720,DAO
3692019789619877632,DA
3692050472866891776,DA
3692053152925931776,DA:
3692086997268360448,DA
3692141904130389376,DB
3692173137132747520,sdA
3692173515089801472,DA
3692185614012962048,D
3692265977145283840,DB
3692337037379978112,DA
3692404515610431872,DB
3692417473527748608,sdA
3692444991382179072,DZ
3692497733580887040,DZA
3692601740508832512,DA
3692661423374578048,DA
3692768316520495488,DA
3692826624996378368,DA
3692888682978667776,
3693358792919145600,CND
3693379885503822592,DA
3693486057095436160,DA
3693488019896536704,DA
3693563538305037056,DA
3693565569826103040,sdA
3693616143064720640,DA
3693618273368769024,
3693624423762089216,DA
3693687203300130176,sdA
3693701492654700544,DA
3693714996031909376,DA
3693733172333432832,DA
3693745408696829568,DA+K
3693745992812386688,sdA
3693750042965449984,DA
3693806156714162816,DZ
3693869550431325056,DA
3693917482266377344,DA2.5
3693954414690506112,sdA
3693971422759342720,DA+K
3694006057375915648,DA
3694006572771990784,DA
3694031449222041984,DA
3694064984326737024,DA2.5
3694071139016495232,sdB
3694138170569848448,sdA
3694194456117495168,DB
3694222768542133760,DA
3694260078921279872,sdA
3694280527262045184,DA
3694320453277146624,DA
3694365670694401024,DA
3694373848311736960,DC
3694399755554510720,DZH
3694429094474695552,DA
3694434179715436928,DA
3694442048095971840,DA
3694454868574704256,sd
3694457716136268928,DA
3694476820151295488,DA
3694558871206540416,DA
3694564746721830272,DA
3694569179128106240,DA:
3694582407627057664,sdB
3694595296825212288,DA
3694606734321838720,DA
3694609792338557952,DA
3694709607378396416,DB
3694739431631709056,sdA
3694759085401674880,DA
3694785061363749760,DA
3694794097974995328,DA:
3694817943633486464,DA
3694845397064646016,sdBHe
3694890305242713728,DA
3694958303165266048,sdB
3695010839204714368,DA
3695073893620867584,DA+M
3695121133964805888,DB
3695131755420296576,DA
3695207170749937280,DA
3695220777205951744,DA
3695259058250639872,DA
3695301831829441024,DA1.5
3695313926457152896,DA
3695373506243261952,sdA
3695421992129684096,DO
3695495693769418112,DA
3695505829892171392,DA
3695519024031720448,DB:DC
3695541873257807616,DA
3695566337391380224,DA
3695567814860240384,DA
3695613852612866688,sdA
3695680824039583360,DA
3695709097808163968,DA
3695733905538779776,DA
3695749058183928192,sdA
3695772663324004224,DA
3695791084439421440,DA
3695821316713228032,DZ
3695838427863308928,DA
3695839596094423296,DA
3695846845999251328,DA1
3695846850294676352,DA+M
3695856088768887680,DA
3695859971419139200,DA
3695892132134648448,DA
3695905566791847296,DA
3695972022821678464,DA
3696062178479161344,DA
3696093205323017216,DA
3696154846693868416,DA
3696212914651746432,DA
3696234187626254208,sdA
3696316715421537408,DA
3696320705446822016,DA4:+M
3696405123028161024,DB
3696408662081216512,DC
3696420653629953280,DA
3696458724220163328,DA
3696465909701189120,DA
3696493053894558208,DA
3696493736793032704,DA
3696497653803224704,
3696522667693144064,DA
3696568022547746304,DA
3696593487409828480,sdA
3696633688303809664,DA
3696684227182662272,DA
3696764869488472832,DA
3696778892558087552,DAZ
3696816512175375488,DA
3696827266773703040,DA
3696835341312250752,DABZ
3696848741610244352,sdA
3696931896473481600,DA+M
3696972264869760128,DA
3696988486962097536,DA+M
3697005387657644288,sdA
3697020299784106112,DA
3697028992797936000,DA
3697047860590094976,WD+MS
3697070361922609792,DA+:e
3697071117836866688,DA
3697082357767794048,
3697125646741428224,DA
3697187700428920704,DA
3697225667939994752,D+K
3697247211495822080,DBA
3697411897722210176,CND
3697428699634325120,DA
3697438221576690944,
3697456599745916032,DA
3697583971292230016,DA
3697583971292230016,DA1.5
3697591294211712512,DA
3697668912861183872,DA+M
3697672275822179328,DA
3697686195809555072,DB
3697772056499921152,DA
3697775526832956544,DA
3697852767525061888,sdA
3697875066994885248,DB:
3697879744215392896,DA
3697903761672317312,DC+M
3697905136061914112,DB?
3697908842618184832,DA
3697956533935269504,DA
3697960730118541568,DA
3697995497878063616,DA
3698014228231202688,DA
3698020069387376128,sdA
3698037932155170304,sdA
3698040337339931776,DAH
3698057517205679872,DA
3698100226360915840,sdA
3698122422751970816,DA
3698129092837574016,DAH
3698148295634991488,DA
3698150185420594816,D
3698168464800784512,DA
3698231995957119744,DAH
3698233786959259136,DA
3698345520532778880,DA
3698375104267427200,DA
3698379467954242560,DA
3698397300658733696,DA
3698435989724321408,DA
3698443858103779328,DA
3698451623404665088,DA:
3698477839885075200,DZ
3698504571761639808,DA
3698504571761639808,DA
3698543260827393536,DA
3698611842864771328,DC
3698642045074898560,DA?
3698643075867028992,DB
3698643934860500736,DA
3698689461513861504,DA
3698704167481948544,DA
3698750381329917952,DC
3698751446481826432,DQA
3698758833825536384,DA
3698872156539379968,DA
3698912834175717120,CND
3698972349536437888,sdA
3698989284591308544,DA
3698997530928576896,DA
3699027939296816256,DA
3699068552507311616,DA
3699072469517512704,sdA
3699187574640875904,DA:
3699190289060224640,sdA
3699211179781208832,DA
3699228535744886656,DA
3699324841795942272,CND
3699606286708406912,DA
3699626657737499904,DA
3699680602526801152,DA
3699727091252979968,DAH
3699734689051483392,sdA
3699754617699797376,DA+M:
3699767944981700224,DA
3699773305100899072,hotDQ
3699803786483609344,DA
3699820274863286272,DA
3699877415108299264,DA+M
3699886211201318272,DA
3699889617112475392,WD+M
3699927168009466496,DA
3699984449990282112,DA
3700007432357957248,sdA
3700018156892331776,DA+dM
3700257846131682432,DA
3700295332605755776,DA
3700322648598265728,DA
3700381919146653184,DA
3700595572296253440,DA
3700620826702962048,
3700737821613236352,DA
3700811381516529408,DA
3700887144739930624,DA
3700966073354300544,sdO
3700983111488651136,DA
3701004865498859392,
3701027985307043584,DA
3701048502366477824,DA
3701209679603555840,sdA
3701283522977099392,sdB
3701289359836892288,DA
3701290326205270528,DA
3701308876168406912,sdA
3701348733464813312,sdA
3701377561285523712,DA
3701549119458833152,sdA
3701701509194344576,DA
3701834786323717120,sdA
3701841761350856704,DB
3702008715319359744,DA
3702032560978038784,sdOB+MS
3702124026601455744,DA4
3702171546119354496,DC
3702177215477144064,DA
3702195464793095936,DA2.3
3702242980015493504,DA
3702283283988727936,DA
3702325786985193088,DA
3702381930797690112,DA
3702391001768606208,DA
3702416221816647552,DA
3702449963079466752,sdA
3702493806105970432,DA
3702515731914632192,DA
3702562594302329088,DB
3702595034190093824,WD+MS
3702600630532113536,DA
3702611900526306560,sd
3702624854148046976,DB
3702648596727152768,DQ
3702669040771832704,DZ
3702831562333741440,DA
3702964053485507456,DA
3703043325697256320,sd
3703050197644988416,DA
3703211310459322368,DA
3703367161935530240,DC
3703416639959084544,DA
3703441138452012288,DA
3703448044759908096,DA
3703510755578566400,DA
3703593352093356800,DA
3703726255561754880,CV_known_0522_52024_0325
3703757248045565824,sdOB
3703904449460695040,sdO
3703964407204120320,DC
3704101532623917568,DA
3704109057406299520,CND
3704129638889562240,sdA
3704162319296853120,sdB
3704189390474700672,D
3704195884465765504,DA
3704230897038679424,DA
3704291267098857984,DA+dMe
3704303189927987328,DA
3704392873141718912,DA
3704393560335039488,DA+M5
3704458289787105408,DA
3704492619460777472,CND
3704568344029167744,CND
3704603494041697408,DA
3704621949516640768,DB
3704624487842182656,DA
3704716301357417344,
3704760384902429440,He-sdO
3704850437481331584,DA
3704965199007066880,DH
3705070756419217408,DA
3705109338109763712,DC
3705172731826863360,
3705183486425328896,He-sdB
3705183830022711296,DA
3705217300703324160,DA+M
3705252618219040128,sd
3705299484901948544,DAB:
3705361680324471424,DAO+M
3705386281897262848,DA
3705413559233426432,DA
3705437546627415808,DA
3705483966633255936,sdB
3705567009824577408,DC
3705665965871793536,DA
3705913085405648256,DA
3705913841319892480,sdA
3705964865532033408,sdA
3705991322530511232,DA
3706062722067020032,DA+M4
3706291381829089280,DA
3706361097738145024,DA
3706403909972549120,DA:
3706502144464537984,DA
3706548701910085760,CND
3706658240755862656,DA
3706698304210622848,DB
3706813963386691328,DB
3706830967160380416,DA
3706830967160499200,DA
3706863716287799936,DC:
3707135360082386176,D
3707243730697616256,DA
3707292212288701184,DA
3707360175851236352,DA
3707405736864162048,DA
3707428899623666560,DA
3707445181843388416,DA
3707548230994923776,He-sdO
3707566815317518080,DA
3707575336532626688,DA
3707633821103121280,DB
3707668520142907392,DA
3707721434140123392,DA+M
3707773042466788864,DA
3707810975618404992,DBA
3707903918710398848,DA
3707975009009227648,CND
3708157360436901248,sdB+WD
3708253980021111168,DA
3708352244576822144,DA
3708366954839619328,DA
3708421616888739712,DA+M
3708466903023579264,DA
3708515934370324736,DA
3708547377826926592,DA
3708578473389974528,DA
3708604861669017728,He-sdB
3708755249947777792,DA
3708799608370516736,CND
3708845001880618240,DA
3708899079812651392,sdO
3708970651148026112,CND
3708998929212284032,DA
3709041775806374016,
3709268348216952960,DA
3709291094363827968,DA
3709293602624709760,He-sdO
3709348505190415360,DA
3709442242853027072,DA
3709519479249013760,DA
3709544424419350016,DA
3709546043621757696,DA
3709565658737443200,DQ
3709637436231046144,DA
3709696603700162304,DA
3709728936213915008,sdA
3709739175415936128,sdA
3709743195505951744,CND
3709760890770697856,DA
3709828029699575808,DZ
3709889258752971392,D
3709890186465923456,DA
3709894073412554880,sdB
3709928050897827584,DA
3709941107598302976,sdA
3710111020801243392,DA
3710251827008660864,DBA
3710305222041181184,DA
3710332911695383680,sdA
3710358337901840640,DA
3710371635120188288,DZ
3710390365473650944,DBA
